order_id,session_id,order_date,order_value
O92128034,S230459099,2025-06-09,114.51
O71276501,S809203619,2025-07-14,68.29
O3359939,S548456877,2025-05-19,114.46
O84445300,S449870027,2025-07-10,158.15
O50628244,S473446632,2025-06-18,89.63
O22315937,S203094325,2025-08-10,100.96
O30021705,S406568405,2025-07-11,62.49
O78078353,S4381898,2025-08-12,79.66
O4980321,S409500906,2025-06-01,51.98
O10610311,S896217638,2025-06-11,94.71
O20021395,S837950454,2025-05-26,93.48
O33280634,S983969405,2025-05-29,129.54
O15738518,S378379325,2025-07-08,69.79
O40517330,S334947862,2025-05-21,59.62
O78080960,S925795949,2025-07-23,112.14
O87900822,S524530366,2025-07-12,100.74
O74575364,S6537680,2025-07-16,115.88
O37335573,S211233426,2025-06-26,68.27
O85523063,S439881027,2025-07-02,133.32
O14398385,S464755090,2025-05-18,75.57
O64592119,S956999837,2025-05-20,128.71
O15604027,S582853137,2025-07-31,46.97
O1953719,S398474536,2025-07-30,75.94
O17112383,S138232683,2025-06-21,86.83
O71590648,S364457287,2025-07-24,90.46
O85510092,S948036602,2025-08-14,114.32
O29114599,S408299079,2025-06-27,101.75
O25125565,S574278983,2025-06-30,87.15
O66804415,S378167411,2025-07-05,102.83
O93552371,S432735735,2025-07-10,118.11
O11899665,S544904666,2025-07-26,70.33
O72492158,S277990330,2025-05-25,23.41
O99449648,S420325616,2025-07-05,96.31
O92252482,S48077334,2025-06-25,127.12
O3679476,S164768221,2025-08-12,41.56
O35848841,S529791175,2025-06-24,119.14
O94883935,S155418668,2025-08-05,98.77
O56540111,S751194783,2025-05-29,96.27
O95131739,S491793404,2025-08-12,88.08
O9184270,S890403928,2025-06-26,97.23
O7773835,S358703332,2025-06-04,98.73
O11048449,S331548850,2025-06-10,28.96
O50617259,S944820313,2025-05-25,111.49
O40110268,S498965527,2025-06-17,64.1
O97633435,S923523643,2025-08-12,173.84
O32905821,S735038775,2025-06-30,21.46
O37334705,S220605136,2025-06-18,103.06
O21267659,S278837056,2025-08-19,153.79
O91347969,S10385989,2025-06-04,139.93
O89159834,S922022409,2025-07-07,112.08
O26893838,S440124090,2025-07-10,124.92
O89421239,S832287583,2025-07-28,93.28
O23432265,S465423332,2025-06-18,82.09
O80386070,S652398765,2025-07-21,109.49
O50731183,S124971971,2025-07-25,112.81
O45022105,S146200508,2025-07-22,103.59
O66831641,S695751999,2025-07-31,60.95
O55966439,S895141325,2025-05-27,135.62
O22540797,S436127342,2025-07-26,15.32
O81554786,S243767237,2025-07-23,120.61
O48171512,S891457766,2025-07-21,94.08
O87757074,S1166463,2025-06-21,42.55
O12957734,S244803526,2025-06-16,123.73
O20270630,S155141421,2025-06-09,97.68
O60683200,S431931814,2025-06-30,75.79
O2291096,S437398570,2025-08-13,66.92
O10906100,S778233041,2025-05-20,74.14
O97673004,S700388113,2025-06-25,136.05
O46050099,S35507402,2025-06-26,77.04
O33826721,S576890968,2025-07-05,87.31
O36521955,S370079562,2025-07-17,116.18
O76730275,S321118196,2025-07-26,56.83
O37542392,S82435605,2025-07-04,113.48
O75007208,S904398255,2025-07-11,120.83
O20402296,S996165791,2025-05-24,56.62
O4047653,S521979369,2025-06-10,56.06
O9539368,S297030309,2025-07-17,114.09
O24251218,S749805841,2025-07-21,101.38
O97719665,S566694348,2025-06-24,94.5
O17097969,S639531075,2025-08-09,129.33
O74602207,S660547778,2025-06-15,114.77
O65792806,S94440883,2025-07-10,94.38
O4623161,S268401283,2025-06-30,54.61
O49261734,S275298367,2025-06-30,109.49
O76845045,S68256690,2025-06-02,45.98
O36026241,S29246754,2025-06-21,103.87
O83780487,S521828599,2025-07-13,87.67
O36791818,S418486973,2025-07-14,82.27
O83985319,S197426033,2025-05-28,89.41
O93362216,S51647119,2025-07-20,101.36
O35056768,S973558459,2025-08-03,127.62
O74869176,S36281933,2025-07-21,70.69
O49489546,S154835042,2025-07-05,59.07
O97278714,S554932847,2025-07-10,76.76
O50814438,S902954829,2025-06-13,124.05
O21023059,S282299309,2025-06-03,81.24
O57981066,S938628913,2025-07-17,78.06
O51970803,S650033204,2025-06-18,152.81
O84842533,S541773256,2025-07-26,51.37
O25918752,S401739422,2025-08-16,91.12
O686776,S848692360,2025-07-06,110.06
O78844674,S899026566,2025-05-18,121.07
O84508067,S151937829,2025-07-30,83.29
O50239971,S407310311,2025-05-24,103.48
O34003843,S872333672,2025-07-27,108.17
O95035007,S181097838,2025-08-15,73.15
O63554935,S375974895,2025-06-01,58.68
O50031654,S862213756,2025-08-06,69.57
O94218821,S93999871,2025-08-08,122.59
O14670043,S841949888,2025-08-13,56.3
O23134441,S440957557,2025-07-21,87.22
O59759137,S10933511,2025-06-06,86.33
O72114082,S973290537,2025-08-11,154.95
O7977579,S805202830,2025-08-21,88.43
O41977191,S427770972,2025-07-05,83.36
O93516476,S332525106,2025-08-07,106.36
O92167825,S903097913,2025-07-12,119.6
O1182033,S204739811,2025-07-21,76.46
O63320611,S373835850,2025-08-07,73.3
O8511328,S8318181,2025-08-08,99.44
O11340835,S72619814,2025-06-17,76.29
O37750727,S10642810,2025-05-31,44.82
O13518905,S540711411,2025-07-26,63.1
O44001906,S274202989,2025-07-14,141.27
O75249941,S201658440,2025-08-06,68.75
O83735936,S30542392,2025-07-17,118.06
O92214669,S31018738,2025-06-23,74.41
O47295339,S627085373,2025-06-28,57.59
O56671938,S814966343,2025-07-15,113.17
O19085684,S226196322,2025-06-06,92.41
O29107877,S507651842,2025-05-29,102.43
O91558958,S398288512,2025-08-07,101.62
O87641376,S353074362,2025-06-15,114.93
O72845084,S370915817,2025-06-07,78.41
O98559628,S578994720,2025-08-10,15.0
O746412,S427709340,2025-07-31,94.28
O17755352,S77808306,2025-07-03,72.73
O31740086,S587007462,2025-06-06,102.76
O22749346,S342624912,2025-05-22,78.11
O29544786,S459516057,2025-05-25,108.72
O48912828,S458472322,2025-05-29,107.57
O95320991,S690886371,2025-07-13,52.88
O98893264,S574187935,2025-08-12,81.76
O45980464,S537868176,2025-05-18,61.11
O48832857,S701521220,2025-06-30,128.2
O40247199,S972669876,2025-06-17,67.65
O48072218,S750011926,2025-07-12,110.15
O26501028,S373966675,2025-07-21,105.18
O45825302,S531823986,2025-05-29,111.86
O49787761,S63666849,2025-06-27,109.35
O95959232,S324518244,2025-05-22,84.82
O99414684,S67588741,2025-07-13,84.27
O54682585,S296397290,2025-08-05,97.97
O69678552,S536679551,2025-08-11,116.05
O94832067,S187791898,2025-07-09,122.18
O43309142,S445337347,2025-07-29,92.41
O18173800,S620481149,2025-07-23,97.41
O27506504,S583343714,2025-06-14,42.65
O35210735,S107011773,2025-06-24,82.68
O31717842,S713767770,2025-08-10,105.02
O6390127,S916373794,2025-08-20,99.62
O45104945,S160907713,2025-07-21,105.47
O25591317,S434044164,2025-07-27,97.75
O93162835,S28822172,2025-08-05,91.99
O70261378,S808039583,2025-07-10,32.28
O66472360,S507185754,2025-07-28,76.36
O59235363,S597350261,2025-05-29,95.04
O3633292,S776811752,2025-06-26,54.55
O79962909,S236291239,2025-07-18,52.98
O64748992,S535482480,2025-06-15,136.76
O23806437,S477537314,2025-08-13,62.95
O36993459,S33287672,2025-06-11,103.75
O84838497,S906460339,2025-06-24,101.89
O16116586,S611465121,2025-07-12,72.42
O77493418,S642218125,2025-08-03,68.7
O4668831,S707615957,2025-06-17,128.59
O18770989,S187173071,2025-06-25,106.8
O76014913,S329393614,2025-05-20,97.67
O32159175,S637327663,2025-06-17,130.65
O85341534,S692271392,2025-06-23,100.89
O92845141,S90149289,2025-07-12,58.01
O93894194,S23140236,2025-07-14,98.74
O10433548,S661026200,2025-05-27,90.35
O87470491,S446851637,2025-05-30,108.3
O40523101,S944047570,2025-06-08,120.76
O98560937,S665539544,2025-08-02,95.3
O79764769,S945346006,2025-08-03,83.68
O49319178,S7753528,2025-07-14,106.19
O42188542,S700871042,2025-07-05,74.67
O37822222,S722383084,2025-07-06,126.44
O48379945,S944642798,2025-06-06,81.65
O69820848,S394688834,2025-07-01,55.37
O97815573,S949620169,2025-06-16,134.83
O89864274,S1914741,2025-07-20,143.41
O62457738,S115423281,2025-07-11,48.41
O71086905,S651396273,2025-06-19,83.04
O39426142,S53739497,2025-07-04,64.5
O61918183,S875834477,2025-07-17,81.39
O57323954,S714297485,2025-07-08,69.8
O12534913,S26606892,2025-06-11,94.47
O22020644,S44968481,2025-06-14,85.76
O86221562,S414032173,2025-08-08,53.04
O23086291,S381005851,2025-05-23,88.17
O97213637,S47184627,2025-08-12,109.77
O34735616,S778034087,2025-05-22,44.03
O72387027,S500700815,2025-07-31,76.44
O29321504,S768916263,2025-07-25,73.01
O93625718,S259531656,2025-08-19,85.58
O56315489,S938558078,2025-05-21,88.79
O81955551,S617818150,2025-05-21,98.36
O49121640,S222752497,2025-06-18,127.25
O35897449,S66994634,2025-08-08,68.06
O34986679,S289493547,2025-07-01,76.76
O4386661,S730607028,2025-06-01,55.32
O7832682,S261216189,2025-06-07,140.4
O24681671,S985913510,2025-06-06,107.04
O92616908,S275642575,2025-07-20,111.99
O60966459,S842177261,2025-06-12,125.96
O22463331,S732038804,2025-06-30,133.36
O81004017,S77857639,2025-06-15,89.37
O55058323,S683063008,2025-07-21,79.18
O89308566,S72142581,2025-08-22,142.95
O22436271,S932238651,2025-06-23,34.12
O51357129,S497556553,2025-08-01,110.02
O49401178,S939826861,2025-05-28,118.68
O95332056,S419042798,2025-07-27,58.28
O11797316,S579785067,2025-06-20,15.0
O44480632,S773277378,2025-06-25,128.12
O6382719,S340901580,2025-05-26,140.23
O14602286,S170251018,2025-06-02,78.98
O97287092,S177497722,2025-06-19,111.54
O95706226,S218981543,2025-07-14,34.54
O83691449,S987817339,2025-08-03,65.44
O76410238,S70024342,2025-07-13,88.34
O90872134,S782323941,2025-07-16,61.19
O74647932,S80463068,2025-06-19,104.11
O90075104,S622056977,2025-08-10,52.5
O34772233,S599581033,2025-06-28,95.01
O53323149,S756153732,2025-07-01,104.95
O8432592,S950617910,2025-07-29,74.68
O78361232,S244638577,2025-06-04,72.54
O99573331,S712308433,2025-07-16,95.86
O67873305,S270587662,2025-05-30,77.49
O82715642,S193879032,2025-08-08,131.3
O72849555,S453608615,2025-07-04,105.17
O68123144,S242559860,2025-05-24,109.04
O69864056,S276312532,2025-05-29,70.98
O30345667,S114021704,2025-07-29,60.75
O83763091,S310778784,2025-08-01,126.76
O92353604,S592959777,2025-06-27,111.48
O13855666,S762349026,2025-07-04,83.1
O26880080,S852660871,2025-06-04,68.38
O11079529,S900768651,2025-07-30,84.99
O91156359,S528572657,2025-08-08,97.82
O23915174,S755453243,2025-06-23,57.84
O76420665,S510302460,2025-07-24,151.8
O97185593,S464478916,2025-05-23,70.3
O36299889,S207867392,2025-05-20,49.97
O24104914,S698809295,2025-05-22,87.89
O99612847,S41592301,2025-05-31,65.03
O4362964,S429619925,2025-06-12,93.14
O95579694,S708072989,2025-05-27,86.85
O97704246,S13738265,2025-07-27,93.52
O28235681,S656624407,2025-06-16,51.0
O28007649,S695591453,2025-06-18,56.1
O3439913,S760901430,2025-06-09,91.33
O90676082,S28137420,2025-06-30,125.96
O12917828,S939091550,2025-05-24,62.14
O2185243,S680159361,2025-08-15,85.12
O14402266,S447652350,2025-06-21,130.06
O65006771,S844455060,2025-08-09,108.74
O38033564,S591141857,2025-06-01,82.51
O62705872,S895749122,2025-08-06,41.99
O16380870,S877134611,2025-05-25,58.35
O28487181,S880748151,2025-06-08,65.09
O70886672,S682374749,2025-08-07,29.6
O86668185,S776371706,2025-06-09,78.32
O29265463,S976009825,2025-05-27,79.86
O51733048,S551789572,2025-05-19,71.86
O98265068,S85275899,2025-08-07,63.13
O30094873,S154242998,2025-07-31,76.8
O82318204,S314213470,2025-07-24,82.93
O39621494,S115727929,2025-07-30,103.38
O74158395,S324250224,2025-05-22,101.98
O17363252,S700932942,2025-08-04,83.97
O44538275,S405781071,2025-08-12,128.59
O65543630,S237389790,2025-08-19,159.4
O61148335,S593366595,2025-07-27,91.89
O35816789,S765737221,2025-08-14,95.76
O34873966,S665904457,2025-06-21,114.09
O67786023,S921832008,2025-06-03,88.48
O13724844,S421939306,2025-06-27,63.97
O23361471,S276782052,2025-08-06,98.22
O28633329,S221952234,2025-08-13,102.24
O19513848,S248039408,2025-07-20,105.52
O47309687,S854676793,2025-07-04,48.23
O93032102,S882360699,2025-07-15,152.16
O29883713,S746773644,2025-07-22,136.57
O86592520,S346669218,2025-07-06,105.74
O41425536,S763801129,2025-05-24,31.44
O77722554,S689724439,2025-07-13,132.08
O38978941,S118509701,2025-06-15,108.12
O14459543,S190743815,2025-06-29,90.73
O36795739,S224504713,2025-07-28,113.78
O89628987,S601555827,2025-06-29,106.0
O47471782,S507998903,2025-07-01,54.98
O77111865,S268399258,2025-05-31,105.4
O84499262,S508196916,2025-06-24,127.29
O27568067,S14024736,2025-06-09,84.78
O30666238,S256356816,2025-07-12,46.38
O48581474,S814786572,2025-07-19,88.97
O84350305,S74925623,2025-05-31,90.68
O44568985,S61227625,2025-06-23,90.81
O50271269,S65835099,2025-08-10,67.25
O96483903,S443315680,2025-08-17,98.53
O68691938,S289546820,2025-07-28,87.35
O18030365,S742667936,2025-07-13,113.72
O31981439,S758400948,2025-07-14,40.03
O51575233,S306534405,2025-07-29,67.5
O11761587,S736398701,2025-08-09,48.71
O12050495,S146017,2025-08-22,90.58
O68015011,S731188669,2025-08-20,61.16
O2442127,S36022785,2025-06-17,135.61
O68280081,S333796800,2025-06-18,98.19
O65642272,S285140853,2025-06-09,79.89
O70130887,S702028084,2025-05-29,112.76
O50995569,S353523827,2025-05-30,96.9
O23524300,S538820585,2025-07-06,160.16
O7257309,S240003275,2025-06-26,54.16
O79910945,S913782740,2025-07-23,44.01
O22202121,S160649166,2025-07-21,72.9
O91742809,S42591909,2025-07-26,97.46
O62207863,S171851261,2025-07-18,106.77
O59122677,S537988226,2025-06-19,60.05
O13751345,S708552823,2025-07-28,116.1
O69269313,S264657133,2025-06-16,92.03
O41807129,S955375921,2025-06-18,76.77
O521314,S25515071,2025-07-16,92.36
O64981327,S663035366,2025-07-29,125.38
O77653826,S906343019,2025-07-05,124.06
O30697600,S2108038,2025-08-09,115.48
O39779334,S91284123,2025-06-17,72.05
O56345049,S102910576,2025-07-10,101.98
O43267809,S489099840,2025-05-20,98.63
O51730710,S566857512,2025-08-24,87.55
O27421912,S422369182,2025-07-06,107.62
O64621542,S835898308,2025-07-27,109.06
O25135256,S401623598,2025-07-09,98.09
O3562985,S770216164,2025-08-09,101.2
O69956133,S11609099,2025-05-18,118.3
O62174880,S818813937,2025-05-31,133.99
O84504019,S940722875,2025-07-19,96.44
O26297218,S825531176,2025-05-28,89.67
O51311721,S306073659,2025-05-30,93.97
O32534975,S930677608,2025-06-09,141.26
O14006317,S462447427,2025-06-04,78.98
O54283883,S404850747,2025-07-25,127.67
O78800214,S769293794,2025-08-07,115.08
O54758185,S502539596,2025-05-24,65.18
O75388249,S233846282,2025-05-18,132.53
O73506880,S990366044,2025-05-25,117.85
O48963659,S717371708,2025-06-22,130.82
O86694485,S289447505,2025-05-24,89.91
O37021767,S801629494,2025-08-07,86.45
O93107469,S474690195,2025-06-04,105.76
O12918077,S551191107,2025-05-27,63.6
O44143670,S58914663,2025-05-27,119.31
O44539092,S801816604,2025-05-23,76.18
O68890544,S492583016,2025-08-01,91.27
O36017899,S633022307,2025-06-24,122.12
O97679541,S396801388,2025-07-22,80.25
O9371861,S698948198,2025-05-18,61.87
O91106533,S971790743,2025-08-06,148.68
O67910933,S905227762,2025-08-16,66.63
O93574887,S708777260,2025-08-09,101.4
O41789294,S972271065,2025-06-04,70.07
O26755148,S760198380,2025-06-24,63.96
O85924236,S99087327,2025-08-06,90.62
O4068209,S693201005,2025-06-21,102.32
O96411987,S17323759,2025-06-27,39.89
O50881025,S750957567,2025-07-13,101.85
O44713780,S870618106,2025-06-20,115.67
O71574958,S948638152,2025-06-28,101.2
O71815330,S766002636,2025-05-28,85.76
O64287791,S556365720,2025-07-21,138.36
O24057709,S380787636,2025-07-23,22.67
O4944081,S635689045,2025-06-16,104.5
O14108944,S53015872,2025-06-28,74.75
O7581686,S167845622,2025-06-17,113.42
O82306964,S752595606,2025-06-29,101.19
O11472360,S390031470,2025-08-14,129.22
O91254169,S334478738,2025-08-17,107.26
O49614628,S137386439,2025-06-13,87.96
O6875139,S543018787,2025-08-11,85.5
O12699660,S685740959,2025-06-21,111.16
O90076581,S401990006,2025-06-16,122.85
O45120724,S64557799,2025-07-19,82.81
O95532643,S188765237,2025-08-01,94.24
O48696966,S178345419,2025-07-08,82.93
O70979380,S569684365,2025-07-20,128.59
O21189262,S919674688,2025-06-02,115.78
O70555696,S630956102,2025-07-31,74.83
O64316343,S257018205,2025-06-20,80.14
O99369726,S959268222,2025-07-09,80.87
O44816891,S134684351,2025-07-21,78.16
O19545945,S769748602,2025-08-03,100.75
O15767276,S901523767,2025-06-20,106.2
O96369749,S581369825,2025-06-06,97.73
O40159571,S62832114,2025-06-30,41.39
O5083385,S306609516,2025-08-08,93.23
O49632967,S524598648,2025-06-19,49.3
O37779646,S930831095,2025-06-30,96.67
O52944082,S556434695,2025-07-08,62.53
O283650,S570958703,2025-07-12,98.56
O38988029,S186641029,2025-05-23,58.95
O11468934,S192859503,2025-07-17,90.16
O17865341,S820720527,2025-08-01,84.95
O48857702,S869859682,2025-06-06,77.75
O30526641,S641040445,2025-06-07,20.8
O85341265,S276220253,2025-05-29,85.7
O81048105,S173547062,2025-06-06,82.22
O11392925,S583032054,2025-07-17,75.2
O18788930,S47684292,2025-07-25,119.81
O11731104,S319766356,2025-07-16,88.77
O26696918,S982479641,2025-06-12,152.99
O21546694,S971468034,2025-08-04,100.96
O28069288,S902996035,2025-07-07,70.97
O59904075,S589031824,2025-07-16,106.93
O84715637,S750281662,2025-07-25,55.69
O20984587,S711408738,2025-05-20,57.8
O5275780,S160103302,2025-07-16,102.69
O52258155,S138421138,2025-07-24,55.17
O1752675,S623417616,2025-07-26,141.45
O25653626,S317390843,2025-08-14,133.97
O2447343,S124041786,2025-08-04,103.44
O71752507,S607091322,2025-06-17,70.83
O8342438,S157573755,2025-07-30,71.64
O86403542,S338417556,2025-06-20,113.48
O83310942,S656700761,2025-06-13,69.25
O40887948,S665208356,2025-06-22,114.21
O76124203,S773936886,2025-06-16,76.89
O35457464,S712685249,2025-05-23,90.24
O83043040,S56583795,2025-07-27,151.33
O92616682,S838913148,2025-08-04,89.43
O71222161,S632433402,2025-07-13,74.57
O90447290,S632740556,2025-07-04,27.88
O14398231,S725112179,2025-07-18,94.72
O33077068,S972535238,2025-07-25,150.81
O79598145,S469865049,2025-07-06,71.12
O97417768,S872970086,2025-07-11,122.75
O84729747,S655788423,2025-06-06,129.56
O41080540,S821336441,2025-06-09,101.21
O83003283,S465011044,2025-07-28,123.04
O88596823,S885882230,2025-08-01,86.47
O12161919,S622298656,2025-05-23,58.47
O19665048,S616010889,2025-08-03,87.32
O45371409,S542467059,2025-05-30,40.99
O26083203,S997311195,2025-07-23,124.87
O28321565,S88235673,2025-07-05,116.82
O3712935,S621397722,2025-06-09,34.24
O56194530,S924227378,2025-07-22,105.37
O22987236,S723813944,2025-07-25,54.23
O33467949,S342237796,2025-06-13,105.16
O34165255,S534486221,2025-07-01,81.69
O6443580,S558359075,2025-05-18,106.37
O97223030,S56865075,2025-05-25,84.85
O68341287,S186259157,2025-07-04,112.86
O63474926,S432643914,2025-07-18,65.98
O71207039,S148561355,2025-07-18,107.07
O70113551,S830430513,2025-06-30,118.37
O94559767,S892339547,2025-07-11,87.74
O65394161,S231248268,2025-08-15,118.25
O18338450,S490927684,2025-08-12,37.24
O87196455,S830765548,2025-05-20,85.4
O86757560,S156647869,2025-07-20,59.53
O67783422,S607007808,2025-07-10,62.28
O96158083,S185739538,2025-07-18,57.2
O62356320,S515119375,2025-05-23,128.07
O32261958,S828853953,2025-05-22,122.51
O92739294,S250530068,2025-05-27,100.42
O52276276,S228699807,2025-08-03,88.33
O24350165,S352021780,2025-06-13,103.2
O13297778,S816155676,2025-06-09,107.02
O21698182,S121210773,2025-06-11,43.74
O49086986,S461972257,2025-06-05,96.49
O24825818,S554972378,2025-06-14,87.22
O9882211,S957593932,2025-05-30,129.41
O72947215,S270539010,2025-08-05,141.7
O87508443,S30560298,2025-07-14,121.24
O79297265,S338086222,2025-07-11,87.04
O8723622,S952636072,2025-07-17,84.63
O60761185,S795916953,2025-06-28,35.01
O33026371,S640576164,2025-07-29,51.67
O19240890,S274582959,2025-07-05,73.6
O26284270,S888739049,2025-07-12,105.45
O77515324,S629546302,2025-08-02,25.19
O99369015,S630531064,2025-08-12,144.53
O48737322,S516376105,2025-08-29,112.95
O18692551,S311578442,2025-08-17,92.34
O77892935,S413341850,2025-07-21,57.67
O10399696,S476600983,2025-06-17,99.56
O50489078,S602811641,2025-06-03,101.85
O4748719,S133474479,2025-05-26,41.55
O37571278,S846725000,2025-06-18,89.66
O37625899,S908070721,2025-08-09,60.09
O84061107,S555047279,2025-07-01,82.3
O4655929,S470906861,2025-08-03,109.75
O59112027,S214263731,2025-07-16,120.75
O71487680,S622405001,2025-06-30,60.64
O59561690,S622595662,2025-08-13,105.37
O33932909,S524240634,2025-08-15,82.31
O64505410,S217405338,2025-07-26,53.33
O12137782,S994351945,2025-08-07,103.26
O21727823,S929460373,2025-07-03,114.22
O41363540,S208875496,2025-06-24,69.21
O43550445,S159921345,2025-07-21,44.34
O96736202,S891885595,2025-06-17,135.45
O61935408,S398958310,2025-06-12,61.91
O16005043,S644170933,2025-06-13,122.77
O34486547,S42931734,2025-07-30,81.69
O61255272,S290989700,2025-07-11,67.32
O74473532,S445194155,2025-06-13,87.12
O71856025,S805328460,2025-05-21,79.79
O77716901,S930441661,2025-07-27,121.92
O35758427,S248079241,2025-08-02,84.22
O96089379,S120496427,2025-07-30,71.78
O94367410,S790677727,2025-05-31,115.0
O94046513,S863056011,2025-08-13,91.72
O1912929,S454842983,2025-07-19,102.0
O49568144,S710264520,2025-06-12,112.03
O60521350,S33547306,2025-06-20,123.81
O37132850,S119268317,2025-07-14,55.8
O46872418,S509053973,2025-08-10,84.68
O74192169,S14154826,2025-05-24,89.84
O17221250,S680103844,2025-05-19,124.8
O51616088,S41463915,2025-05-24,76.36
O9811070,S91034159,2025-08-11,97.77
O54345542,S693006689,2025-05-25,107.87
O73065030,S916063847,2025-05-23,113.54
O37683329,S347096916,2025-06-29,120.85
O70695773,S612904003,2025-07-07,104.39
O92847417,S899907780,2025-05-18,104.98
O68862670,S167412050,2025-07-17,109.98
O37608183,S124365756,2025-07-16,104.3
O14796450,S505577299,2025-07-21,140.91
O67643690,S485821034,2025-06-14,71.79
O1049961,S927716205,2025-06-04,116.96
O10063676,S54095348,2025-06-06,119.04
O60355507,S607649209,2025-06-15,65.02
O16609371,S810898739,2025-06-21,110.67
O56233223,S37071885,2025-08-18,122.66
O85905644,S276833455,2025-05-27,81.38
O919368,S798970220,2025-08-13,97.29
O80543686,S528919464,2025-07-20,59.79
O42574195,S156969409,2025-06-09,108.0
O34424015,S142920880,2025-05-27,103.25
O92037361,S100364662,2025-08-02,86.04
O89682664,S257523256,2025-06-14,30.77
O25083355,S771010820,2025-08-11,124.83
O38505295,S286111486,2025-06-21,54.29
O97825875,S333914585,2025-06-17,83.61
O13350003,S878674910,2025-06-18,103.4
O94521317,S741957494,2025-07-06,94.57
O87455676,S264548845,2025-05-30,74.07
O71106151,S779270334,2025-06-24,79.56
O97586205,S916809004,2025-07-15,72.64
O92301528,S476979662,2025-07-12,80.28
O11360456,S841156189,2025-05-26,146.14
O32320023,S406137726,2025-07-15,109.15
O50430735,S717946692,2025-08-12,65.92
O98873498,S189970357,2025-05-25,138.44
O8697333,S434164424,2025-05-23,96.05
O14725261,S651954435,2025-08-06,111.22
O89453937,S208983557,2025-08-13,131.12
O81066125,S621539676,2025-07-29,66.24
O89926425,S185599155,2025-07-25,99.5
O99241562,S531810116,2025-05-23,139.27
O22508464,S312472801,2025-06-28,126.74
O48938677,S172198928,2025-07-03,126.18
O16769115,S789757542,2025-07-17,128.05
O11942294,S106471978,2025-07-10,85.42
O90295937,S759537800,2025-07-07,101.33
O17821627,S55018820,2025-06-16,100.46
O80709316,S310741839,2025-08-08,105.03
O77597002,S130807199,2025-07-06,73.62
O34675742,S413590002,2025-07-10,92.67
O55134740,S79462478,2025-05-18,25.02
O20348978,S269855143,2025-07-09,108.82
O81356857,S828394715,2025-06-03,56.38
O59696137,S933742952,2025-08-01,92.88
O47932795,S66910822,2025-06-29,114.1
O2348721,S51436611,2025-05-23,99.13
O50794764,S311425861,2025-06-19,79.37
O14559998,S345413946,2025-07-20,125.66
O80669179,S529699969,2025-08-01,183.5
O40576770,S276396690,2025-06-28,97.9
O3670852,S46166039,2025-07-27,121.86
O25186610,S811863367,2025-06-13,75.85
O73527632,S96430511,2025-06-06,88.33
O45846205,S803678667,2025-07-30,51.52
O53639397,S632850338,2025-07-11,67.44
O6476407,S387567045,2025-07-26,98.86
O35536486,S918850486,2025-07-23,128.73
O52679529,S747905116,2025-06-06,83.55
O86159695,S76913137,2025-08-04,119.92
O59580620,S407748240,2025-07-02,99.62
O33448861,S395820116,2025-07-16,71.88
O82470613,S145667940,2025-07-31,97.67
O74560259,S812651497,2025-05-28,25.21
O51480269,S960665926,2025-08-01,64.29
O38319207,S184768362,2025-06-04,111.86
O32065488,S495662425,2025-06-23,70.31
O9754888,S596123569,2025-07-28,152.96
O36853126,S190391223,2025-07-23,94.39
O81955974,S296284478,2025-06-05,101.03
O1181943,S700881657,2025-08-05,138.19
O72072256,S71486329,2025-06-17,60.11
O92651996,S609170299,2025-05-26,111.4
O43052100,S470708342,2025-08-11,136.12
O77923844,S544667087,2025-06-11,109.38
O15204336,S316142923,2025-06-10,96.05
O62045109,S213533673,2025-08-19,106.27
O71361009,S96414054,2025-08-15,96.37
O10657496,S468246815,2025-06-17,89.78
O50940122,S630258669,2025-07-31,36.64
O83787838,S229596753,2025-06-18,55.71
O8862267,S367772548,2025-06-25,113.4
O98984087,S431266251,2025-08-14,82.81
O26256361,S575873759,2025-07-15,98.94
O79923861,S695852222,2025-07-20,86.03
O67925865,S234383088,2025-08-14,103.1
O11981518,S395523068,2025-05-22,87.74
O84599476,S235724689,2025-06-14,80.49
O41088348,S98670494,2025-08-16,97.08
O28709581,S299355225,2025-05-19,25.13
O54128670,S710655410,2025-05-27,58.96
O55992209,S799827502,2025-05-22,123.5
O95879277,S455925780,2025-07-26,82.91
O69438358,S654948981,2025-07-20,95.5
O90004768,S150505645,2025-07-14,63.4
O72811096,S234995933,2025-07-19,102.73
O96987723,S223916569,2025-07-09,102.2
O86283120,S509455247,2025-07-02,130.3
O87412259,S120448999,2025-05-30,67.68
O33279004,S713552051,2025-08-13,91.03
O40696901,S767567123,2025-05-28,101.77
O56952353,S843903701,2025-06-08,103.37
O11824621,S245916830,2025-06-14,55.7
O92089224,S208063038,2025-06-20,48.79
O67665551,S761011289,2025-07-19,84.14
O87705761,S865406250,2025-07-23,104.85
O6155649,S430009582,2025-07-29,104.05
O97888493,S332936643,2025-08-01,101.37
O72742741,S48183782,2025-05-21,111.29
O51522508,S499092002,2025-06-10,93.86
O71744133,S328078449,2025-07-27,95.35
O51995829,S481206064,2025-07-17,148.98
O55968644,S528866488,2025-06-03,115.74
O52151548,S319410755,2025-05-24,98.47
O13454058,S780160739,2025-08-02,92.51
O66160093,S727052824,2025-06-25,54.45
O24766481,S157064597,2025-06-17,109.7
O38147387,S947603548,2025-05-26,100.61
O59877463,S925960789,2025-06-02,23.12
O24705329,S734887249,2025-07-13,76.44
O45302742,S39503309,2025-05-30,103.06
