ticket_id,created_at,first_response_at,resolved_at,priority,channel,queue,aht_min
18069,2024-04-24 09:23:00,2024-04-24 10:14:00,2024-04-24 10:45:00,P2,Web,Tech,31
18070,2024-04-24 09:24:00,2024-04-24 09:50:00,2024-04-24 10:32:00,P3,Web,Tech,42
18071,2024-04-24 09:24:00,2024-04-24 09:24:00,2024-04-24 09:43:00,P2,Web,Billing,19
18072,2024-04-24 09:26:00,2024-04-24 12:03:00,2024-04-24 12:35:00,P3,Email,General,32
18073,2024-04-24 09:27:00,2024-04-24 10:40:00,2024-04-24 11:06:00,P2,Email,Billing,26
18074,2024-04-24 09:27:00,2024-04-24 10:35:00,2024-04-24 10:59:00,P2,Email,Billing,24
18075,2024-04-24 09:28:00,2024-04-24 09:28:00,2024-04-24 09:45:00,P1,Chat,General,17
18076,2024-04-24 09:31:00,2024-04-24 10:13:00,2024-04-24 10:38:00,P2,Web,Billing,25
18077,2024-04-24 09:32:00,2024-04-24 12:21:00,2024-04-24 14:20:00,P2,Email,Tech,119
18078,2024-04-24 09:36:00,2024-04-24 12:12:00,2024-04-24 14:03:00,P2,Email,Tech,111
18079,2024-04-24 09:36:00,2024-04-24 11:07:00,2024-04-24 11:13:00,P2,Email,Billing,6
18080,2024-04-24 09:36:00,2024-04-24 11:34:00,2024-04-24 11:48:00,P2,Email,Tech,14
18081,2024-04-24 09:36:00,2024-04-24 10:16:00,2024-04-24 10:37:00,P2,Web,Tech,21
18082,2024-04-24 09:36:00,2024-04-24 10:46:00,2024-04-24 11:24:00,P2,Email,General,38
18083,2024-04-24 09:36:00,2024-04-24 10:47:00,2024-04-24 11:14:00,P2,Email,Billing,27
18084,2024-04-24 09:37:00,2024-04-24 10:19:00,2024-04-24 10:46:00,P3,Web,Billing,27
18085,2024-04-24 09:38:00,2024-04-24 10:29:00,2024-04-24 10:58:00,P2,Email,Tech,29
18086,2024-04-24 09:38:00,2024-04-24 11:10:00,2024-04-24 11:50:00,P1,Email,Tech,40
18087,2024-04-24 09:40:00,2024-04-24 09:53:00,2024-04-24 10:21:00,P3,Chat,Tech,28
18088,2024-04-24 09:41:00,2024-04-24 10:15:00,2024-04-24 10:30:00,P3,Web,General,15
18089,2024-04-24 09:41:00,2024-04-24 10:26:00,2024-04-24 10:47:00,P2,Web,General,21
18090,2024-04-24 09:41:00,2024-04-24 09:50:00,2024-04-24 10:12:00,P1,Email,Billing,22
18091,2024-04-24 09:42:00,2024-04-24 09:57:00,2024-04-24 10:21:00,P3,Chat,Billing,24
18092,2024-04-24 09:42:00,2024-04-24 11:36:00,2024-04-24 11:46:00,P3,Email,Billing,10
18093,2024-04-24 09:43:00,2024-04-24 11:47:00,2024-04-24 12:09:00,P3,Email,General,22
18094,2024-04-24 09:44:00,2024-04-24 09:58:00,2024-04-24 10:06:00,P2,Email,Billing,8
18095,2024-04-24 09:44:00,2024-04-24 12:08:00,2024-04-24 12:46:00,P2,Email,Tech,38
18096,2024-04-24 09:45:00,2024-04-24 12:07:00,2024-04-24 12:26:00,P2,Email,Billing,19
18097,2024-04-24 09:45:00,2024-04-24 11:07:00,2024-04-24 11:32:00,P2,Email,Billing,25
18098,2024-04-24 09:46:00,2024-04-24 11:55:00,2024-04-24 12:18:00,P1,Email,Tech,23
18099,2024-04-24 09:46:00,2024-04-24 11:26:00,2024-04-24 11:57:00,P2,Email,Tech,31
18100,2024-04-24 09:47:00,2024-04-24 12:00:00,2024-04-24 12:28:00,P3,Email,General,28
18101,2024-04-24 09:49:00,2024-04-24 11:38:00,2024-04-24 12:12:00,P1,Email,Tech,34
18102,2024-04-24 09:49:00,2024-04-24 10:10:00,2024-04-24 10:42:00,P2,Chat,Tech,32
18103,2024-04-24 09:50:00,2024-04-24 12:01:00,2024-04-24 12:22:00,P2,Email,General,21
18104,2024-04-24 09:51:00,2024-04-24 10:41:00,2024-04-24 10:51:00,P3,Web,Billing,10
18105,2024-04-24 09:52:00,2024-04-24 10:38:00,2024-04-24 11:31:00,P3,Web,Tech,53
18106,2024-04-24 09:53:00,2024-04-24 10:29:00,2024-04-24 10:50:00,P2,Web,Billing,21
18107,2024-04-24 09:53:00,2024-04-24 12:23:00,2024-04-24 13:03:00,P2,Email,Billing,40
18108,2024-04-24 09:53:00,2024-04-24 11:49:00,2024-04-24 12:11:00,P3,Email,Billing,22
18109,2024-04-24 09:54:00,2024-04-24 09:56:00,2024-04-24 10:30:00,P2,Chat,Tech,34
18110,2024-04-24 09:54:00,2024-04-24 10:07:00,2024-04-24 10:26:00,P2,Chat,General,19
18111,2024-04-24 09:55:00,2024-04-24 11:08:00,2024-04-24 11:31:00,P2,Web,Billing,23
18112,2024-04-24 09:56:00,2024-04-24 09:58:00,2024-04-24 10:47:00,P2,Web,Tech,49
18113,2024-04-24 09:56:00,2024-04-24 09:56:00,2024-04-24 10:19:00,P2,Web,General,23
18114,2024-04-24 09:56:00,2024-04-24 10:06:00,2024-04-24 10:35:00,P2,Web,Tech,29
18115,2024-04-24 09:57:00,2024-04-24 12:08:00,2024-04-24 12:45:00,P2,Email,Billing,37
18116,2024-04-24 09:59:00,2024-04-24 12:44:00,2024-04-24 13:33:00,P3,Email,Tech,49
18117,2024-04-24 10:00:00,2024-04-24 12:56:00,2024-04-24 13:32:00,P2,Email,Billing,36
18118,2024-04-24 10:01:00,2024-04-24 10:17:00,2024-04-24 10:35:00,P2,Web,Tech,18
18119,2024-04-24 10:02:00,2024-04-24 11:04:00,2024-04-24 11:23:00,P2,Email,General,19
18120,2024-04-24 10:02:00,2024-04-24 10:13:00,2024-04-24 10:22:00,P2,Web,General,9
18121,2024-04-24 10:02:00,2024-04-24 12:08:00,2024-04-24 12:59:00,P2,Email,Tech,51
18122,2024-04-24 10:03:00,2024-04-24 12:13:00,2024-04-24 12:57:00,P3,Email,Tech,44
18123,2024-04-24 10:04:00,2024-04-24 10:47:00,2024-04-24 11:08:00,P3,Web,Tech,21
18124,2024-04-24 10:04:00,2024-04-24 11:48:00,2024-04-24 12:10:00,P2,Email,Billing,22
18125,2024-04-24 10:05:00,2024-04-24 10:42:00,2024-04-24 10:57:00,P2,Email,Billing,15
18126,2024-04-24 10:05:00,2024-04-24 12:10:00,2024-04-24 14:01:00,P2,Email,Tech,111
18127,2024-04-24 10:05:00,2024-04-24 11:57:00,2024-04-24 12:20:00,P2,Email,Billing,23
18128,2024-04-24 10:05:00,2024-04-24 10:29:00,2024-04-24 10:46:00,P2,Email,Billing,17
18129,2024-04-24 10:07:00,2024-04-24 11:17:00,2024-04-24 11:40:00,P2,Email,Tech,23
18130,2024-04-24 10:07:00,2024-04-24 10:17:00,2024-04-24 10:23:00,P3,Chat,Tech,6
18131,2024-04-24 10:14:00,2024-04-24 10:47:00,2024-04-24 11:48:00,P3,Web,Billing,61
18132,2024-04-24 10:14:00,2024-04-24 11:01:00,2024-04-24 11:37:00,P2,Web,Billing,36
18133,2024-04-24 10:15:00,2024-04-24 11:34:00,2024-04-24 11:54:00,P3,Email,Billing,20
18134,2024-04-24 10:15:00,2024-04-24 11:44:00,2024-04-24 12:02:00,P3,Email,General,18
18135,2024-04-24 10:16:00,2024-04-24 12:42:00,2024-04-24 13:14:00,P2,Email,Billing,32
18136,2024-04-24 10:17:00,2024-04-24 10:17:00,2024-04-24 10:41:00,P3,Email,General,24
18137,2024-04-24 10:18:00,2024-04-24 11:37:00,2024-04-24 11:49:00,P2,Web,Billing,12
18138,2024-04-24 10:18:00,2024-04-24 10:48:00,2024-04-24 11:07:00,P2,Web,Billing,19
18139,2024-04-24 10:19:00,2024-04-24 10:51:00,2024-04-24 12:37:00,P3,Web,Tech,106
18140,2024-04-24 10:19:00,2024-04-24 10:41:00,2024-04-24 11:37:00,P1,Web,Tech,56
18141,2024-04-24 10:20:00,2024-04-24 10:28:00,2024-04-24 11:37:00,P2,Chat,Billing,69
18142,2024-04-24 10:20:00,2024-04-24 10:26:00,2024-04-24 10:53:00,P3,Chat,General,27
18143,2024-04-24 10:20:00,2024-04-24 10:59:00,2024-04-24 11:53:00,P2,Email,Tech,54
18144,2024-04-24 10:22:00,2024-04-24 11:02:00,2024-04-24 12:39:00,P2,Email,Tech,97
18145,2024-04-24 10:22:00,2024-04-24 11:38:00,2024-04-24 12:01:00,P2,Email,Tech,23
18146,2024-04-24 10:22:00,2024-04-24 12:24:00,2024-04-24 12:53:00,P2,Email,Billing,29
18147,2024-04-24 10:23:00,2024-04-24 10:36:00,2024-04-24 11:08:00,P2,Web,Tech,32
18148,2024-04-24 10:23:00,2024-04-24 12:29:00,2024-04-24 12:41:00,P3,Email,Billing,12
18149,2024-04-24 10:26:00,2024-04-24 11:03:00,2024-04-24 11:29:00,P3,Email,Tech,26
18150,2024-04-24 10:26:00,2024-04-24 12:12:00,2024-04-24 12:29:00,P2,Email,General,17
18151,2024-04-24 10:28:00,2024-04-24 10:54:00,2024-04-24 11:21:00,P2,Web,General,27
18152,2024-04-24 10:29:00,2024-04-24 11:31:00,2024-04-24 13:39:00,P2,Email,Tech,128
18153,2024-04-24 10:29:00,2024-04-24 12:11:00,2024-04-24 12:36:00,P2,Email,Billing,25
18154,2024-04-24 10:31:00,2024-04-24 10:50:00,2024-04-24 10:58:00,P2,Email,Billing,8
18155,2024-04-24 10:33:00,2024-04-24 12:50:00,2024-04-24 13:20:00,P2,Email,Tech,30
18156,2024-04-24 10:34:00,2024-04-24 13:04:00,2024-04-24 13:20:00,P2,Email,General,16
18157,2024-04-24 10:35:00,2024-04-24 11:20:00,2024-04-24 11:41:00,P2,Web,Billing,21
18158,2024-04-24 10:36:00,2024-04-24 10:36:00,2024-04-24 10:51:00,P1,Chat,General,15
18159,2024-04-24 10:37:00,2024-04-24 11:40:00,2024-04-24 13:05:00,P2,Email,Tech,85
18160,2024-04-24 10:39:00,2024-04-24 11:00:00,2024-04-24 11:11:00,P3,Chat,Billing,11
18161,2024-04-24 10:39:00,2024-04-24 13:55:00,2024-04-24 14:47:00,P3,Email,Billing,52
18162,2024-04-24 10:40:00,2024-04-24 11:05:00,2024-04-24 11:38:00,P2,Web,Tech,33
18163,2024-04-24 10:41:00,2024-04-24 11:19:00,2024-04-24 11:34:00,P3,Web,Tech,15
18164,2024-04-24 10:42:00,2024-04-24 11:44:00,2024-04-24 12:17:00,P3,Web,Billing,33
18165,2024-04-24 10:42:00,2024-04-24 11:23:00,2024-04-24 11:56:00,P3,Email,Tech,33
18166,2024-04-24 10:44:00,2024-04-24 13:29:00,2024-04-24 14:42:00,P3,Email,Tech,73
18167,2024-04-24 10:44:00,2024-04-24 12:29:00,2024-04-24 12:51:00,P3,Email,General,22
18168,2024-04-24 10:45:00,2024-04-24 12:44:00,2024-04-24 13:16:00,P3,Email,Billing,32
18169,2024-04-24 10:45:00,2024-04-24 12:04:00,2024-04-24 13:12:00,P2,Web,Tech,68
18170,2024-04-24 10:45:00,2024-04-24 11:53:00,2024-04-24 12:20:00,P2,Email,Tech,27
18171,2024-04-24 10:45:00,2024-04-24 12:00:00,2024-04-24 12:14:00,P3,Web,Tech,14
18172,2024-04-24 10:45:00,2024-04-24 10:52:00,2024-04-24 11:22:00,P2,Chat,General,30
18173,2024-04-24 10:45:00,2024-04-24 11:30:00,2024-04-24 12:06:00,P2,Email,Billing,36
18174,2024-04-24 10:45:00,2024-04-24 12:41:00,2024-04-24 13:17:00,P2,Email,Tech,36
18175,2024-04-24 10:46:00,2024-04-24 11:51:00,2024-04-24 12:04:00,P2,Email,Billing,13
18176,2024-04-24 10:46:00,2024-04-24 11:40:00,2024-04-24 12:29:00,P3,Web,Tech,49
18177,2024-04-24 10:47:00,2024-04-24 12:37:00,2024-04-24 12:55:00,P2,Email,Tech,18
18178,2024-04-24 10:47:00,2024-04-24 11:00:00,2024-04-24 11:35:00,P2,Email,General,35
18179,2024-04-24 10:49:00,2024-04-24 12:08:00,2024-04-24 12:32:00,P3,Email,Tech,24
18180,2024-04-24 10:49:00,2024-04-24 12:26:00,2024-04-24 13:15:00,P2,Email,Tech,49
18181,2024-04-24 10:50:00,2024-04-24 11:17:00,2024-04-24 11:48:00,P3,Chat,Billing,31
18182,2024-04-24 10:50:00,2024-04-24 11:04:00,2024-04-24 11:44:00,P2,Chat,Tech,40
18183,2024-04-24 10:50:00,2024-04-24 10:54:00,2024-04-24 11:11:00,P1,Web,Tech,17
18184,2024-04-24 10:51:00,2024-04-24 12:56:00,2024-04-24 13:49:00,P2,Email,Tech,53
18185,2024-04-24 10:52:00,2024-04-24 11:22:00,2024-04-24 11:41:00,P2,Web,General,19
18186,2024-04-24 10:52:00,2024-04-24 12:38:00,2024-04-24 12:54:00,P3,Email,Tech,16
18187,2024-04-24 10:53:00,2024-04-24 11:12:00,2024-04-24 11:41:00,P2,Web,Tech,29
18188,2024-04-24 10:54:00,2024-04-24 12:37:00,2024-04-24 13:00:00,P3,Email,General,23
18189,2024-04-24 10:55:00,2024-04-24 11:38:00,2024-04-24 11:50:00,P2,Web,Billing,12
18190,2024-04-24 10:55:00,2024-04-24 12:20:00,2024-04-24 12:47:00,P2,Email,Billing,27
18191,2024-04-24 10:55:00,2024-04-24 11:53:00,2024-04-24 13:01:00,P2,Web,Tech,68
18192,2024-04-24 10:56:00,2024-04-24 13:12:00,2024-04-24 13:35:00,P2,Email,Tech,23
18193,2024-04-24 10:57:00,2024-04-24 13:35:00,2024-04-24 15:38:00,P2,Email,Tech,123
18194,2024-04-24 10:58:00,2024-04-24 12:17:00,2024-04-24 12:54:00,P2,Email,General,37
18195,2024-04-24 10:58:00,2024-04-24 12:45:00,2024-04-24 13:04:00,P2,Email,General,19
18196,2024-04-24 11:00:00,2024-04-24 11:00:00,2024-04-24 11:16:00,P2,Chat,Billing,16
18197,2024-04-24 11:01:00,2024-04-24 12:58:00,2024-04-24 13:23:00,P3,Email,Tech,25
18198,2024-04-24 11:01:00,2024-04-24 12:11:00,2024-04-24 12:30:00,P2,Email,Tech,19
18199,2024-04-24 11:02:00,2024-04-24 11:35:00,2024-04-24 11:47:00,P2,Email,General,12
18200,2024-04-24 11:04:00,2024-04-24 11:19:00,2024-04-24 11:53:00,P2,Web,Billing,34
18201,2024-04-24 11:06:00,2024-04-24 11:37:00,2024-04-24 12:08:00,P3,Web,Billing,31
18202,2024-04-24 11:08:00,2024-04-24 11:08:00,2024-04-24 11:25:00,P1,Chat,Tech,17
18203,2024-04-24 11:09:00,2024-04-24 12:33:00,2024-04-24 12:56:00,P2,Email,General,23
18204,2024-04-24 11:12:00,2024-04-24 14:44:00,2024-04-24 15:21:00,P2,Email,Billing,37
18205,2024-04-24 11:12:00,2024-04-24 12:08:00,2024-04-24 12:29:00,P3,Email,Billing,21
18206,2024-04-24 11:13:00,2024-04-24 11:45:00,2024-04-24 12:25:00,P2,Web,Tech,40
18207,2024-04-24 11:13:00,2024-04-24 11:28:00,2024-04-24 11:53:00,P3,Chat,General,25
18208,2024-04-24 11:14:00,2024-04-24 12:08:00,2024-04-24 12:51:00,P2,Email,Tech,43
18209,2024-04-24 11:16:00,2024-04-24 11:29:00,2024-04-24 12:38:00,P3,Web,Tech,69
18210,2024-04-24 11:16:00,2024-04-24 11:57:00,2024-04-24 12:22:00,P2,Web,Tech,25
18211,2024-04-24 11:16:00,2024-04-24 12:04:00,2024-04-24 12:48:00,P2,Web,Tech,44
18212,2024-04-24 11:17:00,2024-04-24 12:21:00,2024-04-24 14:01:00,P3,Web,Tech,100
18213,2024-04-24 11:18:00,2024-04-24 12:24:00,2024-04-24 12:43:00,P2,Email,Billing,19
18214,2024-04-24 11:20:00,2024-04-24 12:01:00,2024-04-24 12:21:00,P2,Web,Tech,20
18215,2024-04-24 11:20:00,2024-04-24 11:29:00,2024-04-24 12:02:00,P3,Email,Billing,33
18216,2024-04-24 11:21:00,2024-04-24 11:37:00,2024-04-24 11:52:00,P2,Chat,Billing,15
18217,2024-04-24 11:29:00,2024-04-24 11:41:00,2024-04-24 12:17:00,P3,Email,Tech,36
18218,2024-04-24 11:30:00,2024-04-24 12:50:00,2024-04-24 13:36:00,P2,Email,Billing,46
18219,2024-04-24 11:30:00,2024-04-24 12:21:00,2024-04-24 13:09:00,P2,Web,Billing,48
18220,2024-04-24 11:31:00,2024-04-24 12:36:00,2024-04-24 13:12:00,P2,Email,Billing,36
18221,2024-04-24 11:31:00,2024-04-24 12:51:00,2024-04-24 13:02:00,P3,Email,Tech,11
18222,2024-04-24 11:31:00,2024-04-24 11:33:00,2024-04-24 11:55:00,P1,Web,Tech,22
18223,2024-04-24 11:33:00,2024-04-24 12:41:00,2024-04-24 13:25:00,P2,Web,Billing,44
18224,2024-04-24 11:34:00,2024-04-24 11:34:00,2024-04-24 11:58:00,P2,Email,General,24
18225,2024-04-24 11:34:00,2024-04-24 11:34:00,2024-04-24 11:47:00,P2,Web,General,13
18226,2024-04-24 11:34:00,2024-04-24 14:53:00,2024-04-24 15:12:00,P2,Email,Billing,19
18227,2024-04-24 11:35:00,2024-04-24 11:59:00,2024-04-24 13:03:00,P2,Web,Tech,64
18228,2024-04-24 11:38:00,2024-04-24 11:38:00,2024-04-24 11:55:00,P1,Chat,Billing,17
18229,2024-04-24 11:39:00,2024-04-24 12:06:00,2024-04-24 12:22:00,P2,Web,General,16
18230,2024-04-24 11:40:00,2024-04-24 12:09:00,2024-04-24 12:22:00,P2,Web,Billing,13
18231,2024-04-24 11:41:00,2024-04-24 12:09:00,2024-04-24 12:24:00,P3,Web,General,15
18232,2024-04-24 11:41:00,2024-04-24 12:31:00,2024-04-24 14:33:00,P3,Web,Tech,122
18233,2024-04-24 11:41:00,2024-04-24 11:44:00,2024-04-24 12:24:00,P3,Email,Billing,40
18234,2024-04-24 11:41:00,2024-04-24 13:44:00,2024-04-24 14:10:00,P3,Email,General,26
18235,2024-04-24 11:42:00,2024-04-24 13:10:00,2024-04-24 13:20:00,P3,Email,Tech,10
18236,2024-04-24 11:43:00,2024-04-24 12:53:00,2024-04-24 14:08:00,P2,Email,Tech,75
18237,2024-04-24 11:44:00,2024-04-24 12:30:00,2024-04-24 12:59:00,P2,Email,Tech,29
18238,2024-04-24 11:45:00,2024-04-24 12:49:00,2024-04-24 13:21:00,P2,Web,Tech,32
18239,2024-04-24 11:46:00,2024-04-24 12:10:00,2024-04-24 12:48:00,P2,Email,Tech,38
18240,2024-04-24 11:46:00,2024-04-24 14:37:00,2024-04-24 14:56:00,P3,Email,General,19
18241,2024-04-24 11:46:00,2024-04-24 13:03:00,2024-04-24 13:26:00,P2,Web,Billing,23
18242,2024-04-24 11:47:00,2024-04-24 13:36:00,2024-04-24 13:53:00,P3,Email,Billing,17
18243,2024-04-24 11:49:00,2024-04-24 12:36:00,2024-04-24 13:35:00,P2,Email,Tech,59
18244,2024-04-24 11:49:00,2024-04-24 11:50:00,2024-04-24 12:08:00,P2,Chat,General,18
18245,2024-04-24 11:50:00,2024-04-24 14:21:00,2024-04-24 14:48:00,P2,Email,Tech,27
18246,2024-04-24 11:50:00,2024-04-24 13:05:00,2024-04-24 13:30:00,P2,Email,Tech,25
18247,2024-04-24 11:51:00,2024-04-24 13:22:00,2024-04-24 14:20:00,P3,Email,Tech,58
18248,2024-04-24 11:51:00,2024-04-24 13:28:00,2024-04-24 13:50:00,P2,Email,Tech,22
18249,2024-04-24 11:54:00,2024-04-24 13:01:00,2024-04-24 13:38:00,P2,Email,Billing,37
18250,2024-04-24 11:54:00,2024-04-24 12:42:00,2024-04-24 13:07:00,P2,Web,Billing,25
18251,2024-04-24 11:54:00,2024-04-24 12:45:00,2024-04-24 12:58:00,P2,Email,Billing,13
18252,2024-04-24 11:55:00,2024-04-24 12:05:00,2024-04-24 12:25:00,P3,Chat,General,20
18253,2024-04-24 11:55:00,2024-04-24 13:16:00,2024-04-24 14:01:00,P2,Email,Tech,45
18254,2024-04-24 11:56:00,2024-04-24 14:14:00,2024-04-24 15:29:00,P3,Email,Tech,75
18255,2024-04-24 11:58:00,2024-04-24 12:39:00,2024-04-24 12:59:00,P2,Web,Billing,20
18256,2024-04-24 11:59:00,2024-04-24 12:17:00,2024-04-24 13:23:00,P2,Web,Tech,66
18257,2024-04-24 11:59:00,2024-04-24 13:29:00,2024-04-24 13:51:00,P1,Email,Tech,22
18258,2024-04-24 11:59:00,2024-04-24 12:48:00,2024-04-24 13:00:00,P2,Web,Tech,12
18259,2024-04-24 12:00:00,2024-04-24 12:43:00,2024-04-24 13:01:00,P2,Web,General,18
18260,2024-04-24 12:02:00,2024-04-24 12:02:00,2024-04-24 12:16:00,P2,Web,General,14
18261,2024-04-24 12:03:00,2024-04-24 13:06:00,2024-04-24 13:50:00,P3,Email,Tech,44
18262,2024-04-24 12:03:00,2024-04-24 12:20:00,2024-04-24 12:47:00,P3,Chat,Tech,27
18263,2024-04-24 12:04:00,2024-04-24 14:01:00,2024-04-24 14:13:00,P2,Email,General,12
18264,2024-04-24 12:04:00,2024-04-24 12:58:00,2024-04-24 13:13:00,P3,Web,Tech,15
18265,2024-04-24 12:06:00,2024-04-24 13:47:00,2024-04-24 14:50:00,P3,Email,Tech,63
18266,2024-04-24 12:07:00,2024-04-24 13:03:00,2024-04-24 13:55:00,P2,Web,Billing,52
18267,2024-04-24 12:09:00,2024-04-24 13:55:00,2024-04-24 14:02:00,P2,Email,Tech,7
18268,2024-04-24 12:10:00,2024-04-24 12:41:00,2024-04-24 12:52:00,P2,Email,Tech,11
18269,2024-04-24 12:10:00,2024-04-24 13:45:00,2024-04-24 14:35:00,P2,Email,Tech,50
18270,2024-04-24 12:11:00,2024-04-24 13:28:00,2024-04-24 14:05:00,P3,Web,Billing,37
18271,2024-04-24 12:11:00,2024-04-24 13:29:00,2024-04-24 14:36:00,P2,Email,Tech,67
18272,2024-04-24 12:11:00,2024-04-24 12:16:00,2024-04-24 13:09:00,P2,Chat,Tech,53
18273,2024-04-24 12:11:00,2024-04-24 14:33:00,2024-04-24 15:45:00,P3,Email,Tech,72
18274,2024-04-24 12:11:00,2024-04-24 12:58:00,2024-04-24 13:13:00,P3,Email,General,15
18275,2024-04-24 12:11:00,2024-04-24 13:56:00,2024-04-24 14:13:00,P2,Email,Tech,17
18276,2024-04-24 12:14:00,2024-04-24 12:14:00,2024-04-24 12:38:00,P2,Chat,Billing,24
18277,2024-04-24 12:15:00,2024-04-24 13:04:00,2024-04-24 13:55:00,P2,Web,Tech,51
18278,2024-04-24 12:16:00,2024-04-24 12:25:00,2024-04-24 12:52:00,P2,Web,Tech,27
18279,2024-04-24 12:17:00,2024-04-24 12:36:00,2024-04-24 12:53:00,P2,Chat,Tech,17
18280,2024-04-24 12:17:00,2024-04-24 13:27:00,2024-04-24 13:55:00,P3,Email,Tech,28
18281,2024-04-24 12:17:00,2024-04-24 14:55:00,2024-04-24 15:27:00,P2,Email,Billing,32
18282,2024-04-24 12:18:00,2024-04-24 13:31:00,2024-04-24 14:34:00,P1,Email,Tech,63
18283,2024-04-24 12:18:00,2024-04-24 14:13:00,2024-04-24 14:38:00,P3,Email,General,25
18284,2024-04-24 12:21:00,2024-04-24 14:53:00,2024-04-24 15:13:00,P3,Email,Billing,20
18285,2024-04-24 12:24:00,2024-04-24 14:33:00,2024-04-24 15:11:00,P2,Email,Tech,38
18286,2024-04-24 12:25:00,2024-04-24 12:25:00,2024-04-24 12:49:00,P2,Web,Tech,24
18287,2024-04-24 12:25:00,2024-04-24 12:55:00,2024-04-24 13:30:00,P1,Email,Billing,35
18288,2024-04-24 12:26:00,2024-04-24 13:24:00,2024-04-24 13:43:00,P2,Web,Billing,19
18289,2024-04-24 12:26:00,2024-04-24 12:36:00,2024-04-24 13:09:00,P2,Web,Billing,33
18290,2024-04-24 12:27:00,2024-04-24 12:45:00,2024-04-24 12:53:00,P2,Web,Billing,8
18291,2024-04-24 12:29:00,2024-04-24 12:56:00,2024-04-24 13:14:00,P2,Web,Tech,18
18292,2024-04-24 12:35:00,2024-04-24 12:36:00,2024-04-24 12:50:00,P2,Web,Tech,14
18293,2024-04-24 12:35:00,2024-04-24 14:26:00,2024-04-24 15:08:00,P3,Email,Tech,42
18294,2024-04-24 12:36:00,2024-04-24 13:41:00,2024-04-24 13:55:00,P2,Web,General,14
18295,2024-04-24 12:37:00,2024-04-24 13:13:00,2024-04-24 13:47:00,P2,Web,Billing,34
18296,2024-04-24 12:38:00,2024-04-24 13:42:00,2024-04-24 13:58:00,P2,Web,Tech,16
18297,2024-04-24 12:38:00,2024-04-24 13:13:00,2024-04-24 13:56:00,P1,Web,General,43
18298,2024-04-24 12:39:00,2024-04-24 13:09:00,2024-04-24 13:22:00,P2,Web,General,13
18299,2024-04-24 12:39:00,2024-04-24 13:35:00,2024-04-24 14:05:00,P1,Email,Billing,30
18300,2024-04-24 12:43:00,2024-04-24 13:48:00,2024-04-24 14:06:00,P2,Email,Tech,18
18301,2024-04-24 12:44:00,2024-04-24 13:22:00,2024-04-24 14:01:00,P2,Web,Tech,39
18302,2024-04-24 12:44:00,2024-04-24 14:31:00,2024-04-24 15:19:00,P2,Email,Tech,48
18303,2024-04-24 12:45:00,2024-04-24 13:11:00,2024-04-24 13:34:00,P2,Web,Billing,23
18304,2024-04-24 12:46:00,2024-04-24 13:07:00,2024-04-24 13:27:00,P3,Web,Tech,20
18305,2024-04-24 12:49:00,2024-04-24 12:55:00,2024-04-24 13:14:00,P3,Email,Tech,19
18306,2024-04-24 12:49:00,2024-04-24 13:45:00,2024-04-24 14:38:00,P2,Web,Tech,53
18307,2024-04-24 12:50:00,2024-04-24 14:43:00,2024-04-24 15:17:00,P2,Email,Tech,34
18308,2024-04-24 12:50:00,2024-04-24 14:23:00,2024-04-24 14:58:00,P2,Email,Tech,35
18309,2024-04-24 12:51:00,2024-04-24 14:05:00,2024-04-24 14:42:00,P3,Email,Tech,37
18310,2024-04-24 12:51:00,2024-04-24 15:11:00,2024-04-24 15:35:00,P2,Email,Billing,24
18311,2024-04-24 12:51:00,2024-04-24 12:51:00,2024-04-24 13:43:00,P2,Web,Tech,52
18312,2024-04-24 12:52:00,2024-04-24 13:56:00,2024-04-24 14:13:00,P2,Web,Tech,17
18313,2024-04-24 12:53:00,2024-04-24 13:59:00,2024-04-24 14:19:00,P2,Email,Billing,20
18314,2024-04-24 12:53:00,2024-04-24 12:53:00,2024-04-24 13:06:00,P1,Chat,Tech,13
18315,2024-04-24 12:54:00,2024-04-24 13:24:00,2024-04-24 13:34:00,P2,Email,Tech,10
18316,2024-04-24 12:55:00,2024-04-24 13:54:00,2024-04-24 14:36:00,P3,Web,Tech,42
18317,2024-04-24 12:58:00,2024-04-24 14:02:00,2024-04-24 14:13:00,P2,Web,General,11
18318,2024-04-24 12:59:00,2024-04-24 12:59:00,2024-04-24 13:14:00,P3,Web,General,15
18319,2024-04-24 13:02:00,2024-04-24 13:11:00,2024-04-24 13:26:00,P2,Web,General,15
18320,2024-04-24 13:02:00,2024-04-24 13:41:00,2024-04-24 13:52:00,P2,Web,Billing,11
18321,2024-04-24 13:02:00,2024-04-24 14:26:00,2024-04-24 14:41:00,P3,Email,General,15
18322,2024-04-24 13:04:00,2024-04-24 14:54:00,2024-04-24 15:12:00,P2,Email,General,18
18323,2024-04-24 13:05:00,2024-04-24 14:49:00,2024-04-24 15:02:00,P2,Email,Tech,13
18324,2024-04-24 13:07:00,2024-04-24 14:41:00,2024-04-24 14:53:00,P2,Email,Tech,12
18325,2024-04-24 13:07:00,2024-04-24 13:19:00,2024-04-24 13:56:00,P2,Web,Tech,37
18326,2024-04-24 13:08:00,2024-04-24 15:32:00,2024-04-24 15:53:00,P3,Email,General,21
18327,2024-04-24 13:11:00,2024-04-24 13:37:00,2024-04-24 14:03:00,P3,Chat,Tech,26
